hostname,host_ip,host_fqdn,start,end,duration(seconds)
asispass.com,52.7.36.18,ec2-52-7-36-18.compute-1.amazonaws.com,"Thu, 13 Feb 2025 23:04:46 GMT","Thu, 13 Feb 2025 23:46:23 GMT",2497
